name	coverage	copy_number
ENSPM-17_DR#DNA/CMC-EnSpm	91	2
GYPSY-186_DR-I#LTR/Gypsy	91	2
GYPSY-230_DR-LTR#LTR/Gypsy	91	1
HERVFH19-INT#LTR/ERV1	91	1
NANGAL-1.387_INT#LTR/ERV1	91	1
PARHER-1.151#DNA/TcMar-Tigger	91	2
TE0227_SO2_FAM1226#Unknown	91	1
TE0251_SO2_FAM0125#LTR/Gypsy	91	2
TE0313_SO2_FAM1309#LINE/I	91	2
TE0519_SO2_FAM1504#DNA/Academ-1	91	1
TE1499_SO2_FAM2455#LINE/RTE-BovB	91	1
ACIJUB-6.1674#LINE/L1	90	1
ALLBUL-1.307_INT#LTR/ERVK	90	1
BOSMUT-1.248B#LINE/L1	90	1
CAMFER-4.991#LTR/ERV1	90	2
HELITRON1NB_MAM#RC/Helitron	90	2
NAIAD-1_SKOW#PLE/Naiad	90	1
TE0722_SO2_FAM1703#Unknown	90	1
TE2396_SO2_FAM0046#LTR/Gypsy	90	1
TE3192_SO2_FAM240#LINE/L2	90	1
TE3357_SO2_FAM008#Unknown	90	2
CUNPAC-1.19#LINE/L1	89	1
L1-35_DR#LINE/L1	89	2
LTR8_PDIS#LTR	89	2
MUSAVE-6.432#LINE/L1	89	1
TE0974_SO2_FAM1951#LINE/RTE-BovB	89	1
CR1-13_AMI#LINE/CR1	88	1
CR1-55_DR#LINE/L2	88	1
GYPSY-169-I_DR#LTR/Gypsy	88	2
L1-39_DR#LINE/L1	88	1
MER34-INT#LTR/ERV1	88	2
ORYAFE-5.783#LINE/RTE-BovB	88	2
TE0470_SO2_FAM1458#DNA/CMC-Transib	88	1
ACOL_GYPSY_ELE32#LTR/Gypsy	87	1
CR1-37_DR#LINE/L2	87	1
DIRS-1E_AMNIO#LTR/DIRS	87	1
GYPSY-188_DR-I#LTR/Gypsy	87	2
I-1_HMEL_I#LINE/I	87	1
LYCPIC-4.88#LINE/L1	87	1
MOSMOS-5.751#LTR/ERVK	87	1
MYOBRA-1.77#RC/Helitron	87	1
ONDZIB-1.374#LTR	87	1
OTOGAR-1.238#DNA/TcMar-Tigger	87	1
RICKSHA#DNA/MULE-MuDR	87	1
TE2612_SO2_FAM0673#LINE/L2	87	1
TOLMAT-1.60#Retroposon/L1-dep	87	1
BEL-44_DRE-I#LTR/Pao	86	2
DF0282935#LTR/ERV1	86	1
DIPSTE-1.7#SINE/B4	86	2
GYPSY-171_DR-I#LTR/Gypsy	86	2
GYPSY-26-I_DR#LTR/Gypsy	86	1
MYRTRI-1.233#LINE/L1	86	2
PSAOBE-1.136#LINE/L1	86	1
SURSUR-4.851#LINE/L1	86	1
TE2092_SO2_FAM0300#LTR/Copia	86	1
ACOL_PIF_ELE10#DNA/PIF-Harbinger	85	1
ALLBUL-6.10#LINE/L1	85	1
GIRTIP-1.8#LINE/RTE-BovB	85	1
IS3EU-4N_DR#DNA/IS3EU	85	1
LTR53-INT#LTR/ERVL	85	1
MESAUR-1.241#LTR/ERV1	85	1
TE3173_SO2_FAM023#LTR/Gypsy	85	1
TX1-5_DR#LINE/L1-Tx1	85	1
AILMEL-4.251B#LINE/L1	84	1
CTESOC-1.204#LINE/L1	84	2
GYPSY7_I#LTR/Gypsy	84	1
HALYOMORPHA_HALYS-5_FAMILY-3388#LINE/L2	84	2
NAIAD-3_CHEM#PLE/Naiad	84	1
RHIPRU-5.523#Unknown	84	2
RHIROX-1.307_INT#LTR/ERV1	84	1
TE2607_SO2_FAM0668#DNA/TcMar-Fot1	84	1
TE3349_SO2_FAM764#Unknown	84	1
CTESOC-6.937#LINE/L1	83	1
GYPSY-116-LTR_DR#LTR/Gypsy	83	2
NIMB-1_DR#LINE/I	83	1
ORYAFE-1.130#LINE/L1	83	1
RLTR21#LTR/ERVK	83	2
TE0510_SO2_FAM1497#Unknown	83	1
THRSWI-4.23#LINE/L1	83	1
XERINA-1.80#LINE/L1	83	1
ACOL_JOCKEY_ELE13#Unknown	82	2
DIRS-1E-LTR_DR#LTR/Ngaro	82	1
ERVB5_1-I_MM#LTR/ERVK	82	1
MORBLA-5.4267#LINE/L1	82	1
NINJA_I#LTR/Pao	82	1
ORR1B1-INT#LTR/ERVL-MaLR	82	1
RANTAR-5.1113_INT#LTR/ERV1	82	1
SAT-15_DR#Satellite	82	1
VULLAG-6.205#LINE/L1	82	2
CHOHOF-6.781#LINE/L1	81	2
DF0282914#LTR/ERV1	81	1
DNAX-25_DR#DNA/Zisupton	81	2
GYPSY-188_DR-LTR#LTR/Gypsy	81	1
NMAR-12_HMEL#DNA/TcMar-Mariner	81	1
SPEDAU-1.107#SINE/ID	81	1
TE1069_SO2_FAM2042#Unknown	81	1
TE2891_SO2_FAM0960#Unknown	81	1
CASCAN-1.158_INT#LTR/ERV1	80	1
HALYOMORPHA_HALYS-1_FAMILY-41#LINE/I-Jockey	80	1
HALYOMORPHA_HALYS-5_FAMILY-1787#Unknown	80	1
MURFEA-1.115#LINE/L1	80	1
MUSSPR-5.3247#LTR/ERVK	80	2
RHIPRU-5.216#SINE/B2	80	1
CASCAN-5.7#LINE/L1	79	1
CRYPTONH-1_DR#DNA/Crypton-H	79	1
DNA7-N2_DR#DNA/hAT-hAT6	79	1
NANGAL-1.171#LTR/ERV1	79	1
ONDZIB-1.195_INT#LTR/ERVK	79	1
TE0538_SO2_FAM1523#DNA/hAT-Ac	79	1
DINBRA-1.228#DNA/PiggyBac	78	2
ERIEUR-4.17#LINE/L1	78	2
HYDHYD-5.68#LINE/L1	78	1
L1-33_DR#LINE/L1	78	1
LEPAME-6.787#LTR/ERV1	78	1
LTR-4_HM#LTR	78	1
RND-1_FAMILY-235#LTR/Copia	78	1
SCAAQU-6.1420#LTR/ERV1	78	1
TE0283_SO2_FAM0128#Unknown	78	1
TE2458_SO2_FAM0052#LTR/Gypsy	78	1
TX1-23_DR#LINE/L1-Tx1	78	1
CERP3#Unknown	77	1
DNA8-9_DR#DNA/hAT-Ac	77	2
HAT-N71_DR#DNA/Zisupton	77	1
LTR57-INT#LTR/ERVL	77	2
QUASIMODO2-I_DM#LTR/Gypsy	77	1
ROOA_I#LTR/Pao	77	1
TE0672_SO2_FAM1657#DNA/PIF-Harbinger	77	1
TE2311_SO2_FAM0375#Unknown	77	1
ACOL_COPIA_ELE26#LTR/Copia	76	1
HALYOMORPHA_HALYS-1_FAMILY-40#Unknown	76	1
MINSCH-4.79#LINE/L1	76	1
TE2534_SO2_FAM0595#Unknown	76	1
BEAHUN-5.3022_LTR#LTR/ERVK	75	2
ERV1-N3-I_DR#LTR/ERV1	75	1
GYPSY117-I_DR#LTR/Gypsy	75	1
GYPSY147-I_DR#LTR/Gypsy	75	1
HALYOMORPHA_HALYS-1_FAMILY-220#Unknown	75	1
MUSCAR-1.287_INT#LTR/ERVK	75	1
MYOBRA-1.414#LTR/ERV1	75	1
TE2103_SO2_FAM0301#Unknown	75	1
TE2262_SO2_FAM0322#LINE/CR1	75	1
TE2632_SO2_FAM0696#Unknown	75	1
CTESOC-1.117#LINE/L1	74	1
GYPSY75-I_DR#LTR/Gypsy	74	1
HERVK3-INT#LTR/ERVK	74	1
I-NIMB-1B_HCYD#LINE/I	74	1
MINSCH-1.152#DNA/TcMar-Tigger	74	1
ONYTOR-1.184#LTR/ERVK	74	1
PSAOBE-4.13#LINE/L1	74	2
SPEDAU-5.714#LINE/L1	74	1
BLACKJACK#DNA/hAT-Blackjack	73	1
CAPPIL-1.100#LTR/ERVL-MaLR	73	1
ECHTEL-5.572_INT#LTR/ERV1	73	1
LTR38C#LTR/ERV1	73	1
OTOGAR-6.545#SINE/B4	73	1
PANONC-1.163#LINE/L1	73	1
ACOCAH-4.16#LINE/L1	72	1
ACOL_GYPSY_ELE10#LTR/Gypsy	72	1
ACOL_PIGGYBAC_ELE5#DNA/PiggyBac	72	1
DINBRA-1.44#LINE/L1	72	1
DNA2-14_DR#DNA	72	1
ENSPM-14_DR#DNA/CMC-EnSpm	72	1
HATN7_DR#DNA/hAT	72	1
L1-38_DR#LINE/L1	72	1
L1-46_DR#LINE/L1	72	1
L1MDA#LINE/L1	72	1
MUSCAR-1.238#LTR/ERVK	72	1
MUSPAH-5.1463#LTR/ERVK	72	1
OCHPRI-1.105#LINE/L1	72	1
TE1372_SO2_FAM2335#Unknown	72	1
TE2393_SO2_FAM0457#DNA/hAT-Ac	72	1
ZISUPTON-1_DR#DNA/Zisupton	72	2
ACOL_JOCKEY_ELE9#Unknown	71	1
CASCAN-1.1#SINE/B4	71	1
DF0282917#LTR/ERV1	71	1
DNA-8-25_DR#DNA/hAT-Ac	71	1
GYPSY-11_HMEL_I#LTR/Gypsy	71	1
GYPSY-17-I_DR#LTR/Gypsy	71	1
ID#SINE/ID	71	1
OVIARI-3.284_INT#LTR/ERV1	71	1
SPEDAU-5.740#LTR/ERV1	71	1
TE1178_SO2_FAM0215#Unknown	71	1
ACOL_GYPSY_ELE3#LTR/Gypsy	70	1
ACOL_GYPSY_ELE91#LTR/Gypsy	70	1
BEL27-I_DR#LTR/Pao	70	1
BOSIND-1.286#LTR/ERVK	70	1
CRIGRI-5.190_INT#LTR/ERVK	70	1
GYPSY88-I_DR#LTR/Gypsy	70	1
HALYOMORPHA_HALYS-4_FAMILY-296#Unknown	70	1
HERV30-INT#LTR/ERV1	70	1
MEGLYR-1.2#LINE/L1	70	1
NMAR-2_HMEL#DNA/TcMar-Mariner	70	1
NMAR-8_HNUM#DNA/TcMar-Mariner	70	1
RANTAR-3.64#LINE/L1	70	1
RHIPRU-1.215#LTR	70	2
TE1338_SO2_FAM0230#LTR/Gypsy	70	1
ZAM_I#LTR/Gypsy	70	1
CASCAN-6.34#LINE/L1	69	1
COPIA-12_DR-LTR#LTR/Gypsy	69	1
ELLTAL-1.284#LTR/ERV1	69	1
HALYOMORPHA_HALYS-4_FAMILY-433#LINE/L2	69	1
HYDHYD-1.162#LTR/ERVK	69	1
MUSAVE-4.369#Retroposon/L1-dep	69	1
RLTR22_MUR#LTR/ERVK	69	1
SPEDAU-1.409#LINE/L1	69	1
TE2351_SO2_FAM0412#DNA/hAT-Blackjack	69	1
TE2647_SO2_FAM0071#LTR/Gypsy	69	2
TE3237_SO2_FAM035#DNA/TcMar-Tc1	69	1
ACOL_R1_ELE6#LINE/R1	68	1
BEL-26_DR-I#LTR/Pao	68	1
BEL35-I_DR#LTR/Pao	68	1
CAVTSC-5.167_INT#LTR/ERV1	68	1
CHOHOF-6.463#LINE/L1	68	1
GYPSY7-LTR_DR#LTR/Gypsy	68	1
HALYOMORPHA_HALYS-5_FAMILY-1680#Unknown	68	1
HARBINGERN5_DR#DNA/PIF-Harbinger	68	1
HUERS-P3-INT#LTR/ERV1	68	1
HYSCRI-1.24#SINE/ID	68	1
L1-5_DR#LINE/L1-Tx1	68	1
L1M4#LINE/L1	68	1
MARINER-N5_DR#DNA/TcMar	68	1
MURFEA-1.114#RC/Helitron	68	1
SAGIMP-6.221#LINE/L1	68	1
TE0017_SO2_FAM1016#DNA/TcMar-Fot1	68	1
TE0067_SO2_FAM1065#Unknown	68	1
TE0522_SO2_FAM1507#Unknown	68	1
TE0609_SO2_FAM1593#LINE/RTE-BovB	68	1
TE1255_SO2_FAM2222#Unknown	68	1
TE2271_SO2_FAM0334#LTR/Copia	68	1
TE2366_SO2_FAM0428#DNA/TcMar-Tc1	68	1
TIGGER13A#DNA/TcMar-Tigger	68	1
TUPCHI-1.96#LINE/L1	68	1
CER15-1-I_CE#LTR/Pao	67	1
CRATHO-1.312#DNA/TcMar-Tigger	67	1
CROIND-1.90#Retroposon/L1-dep	67	1
DINBRA-6.162#LINE/L1	67	1
DNA9-5_DR#DNA	67	2
DOC3_DM#LINE/I-Jockey	67	1
ERIEUR-1.128#LINE/L1	67	1
GYPSY143-I_DR#LTR/Gypsy	67	1
GYPSY38-I_DR#LTR/Gypsy	67	1
HALYOMORPHA_HALYS-6_FAMILY-1639#LTR	67	1
L1-9_DR#LINE/L1	67	1
L1PA13#LINE/L1	67	1
MER57-INT#LTR/ERV1	67	1
MESAUR-6.1402#LINE/L1	67	1
MICHIR-6.3203#DNA/TcMar-Tc2	67	1
OCHPRI-1.69#LINE/L1	67	1
RTE-1_HME_B#LINE/RTE	67	1
TE0055_SO2_FAM1054#Unknown	67	1
TE0121_SO2_FAM0112#LTR/Pao	67	1
TE2402_SO2_FAM0466#LINE/RTE-RTE	67	1
BEL-41_DRE-I#LTR/Pao	66	1
BEL12-LTR_DR#LTR/Pao	66	1
CTEGUN-1.62#LINE/L1	66	2
DF0282926#LTR/ERV1	66	1
DIRS-4N1_DR#LTR/Ngaro	66	1
HALYOMORPHA_HALYS-5_FAMILY-490#LTR/Gypsy	66	1
LEMCAT-5.3086#LINE/L1	66	1
LTR13#LTR/ERVK	66	1
NMAR-21_HMEL#DNA/TcMar-Mariner	66	1
ONYTOR-1.356_INT#LTR/ERVK	66	1
PANPAR-4.73#LINE/L1	66	1
RHISIN-1.0#LINE/L1	66	1
TE1502_SO2_FAM2458#Unknown	66	1
TE1695_SO2_FAM2636#Unknown	66	1
CHAVEL-2.82#LTR/ERVL-MaLR	65	1
DNA5_HERA#DNA	65	1
ETNERV-INT#LTR/ERVK	65	1
HAL2_MMOL#LINE/L1	65	1
MOSMOS-6.135#LINE/L1	65	1
MUSAVE-6.2888#LTR/ERVK	65	1
TE0031_SO2_FAM0103#Unknown	65	1
TE0820_SO2_FAM0180#LINE/I-Jockey	65	1
TE1570_SO2_FAM0252#LINE/L2	65	1
TE2300_SO2_FAM0364#LINE/L2	65	1
TE2379_SO2_FAM0044#LTR/Gypsy	65	1
TE2639_SO2_FAM0702#Unknown	65	1
CASCAN-1.46#LINE/L1	64	1
CROIND-1.182#Retroposon/L1-dep	64	1
DNA2-8_DR#DNA/CMC-EnSpm	64	1
GALVAR-1.28#LINE/L1	64	1
GYPSY_I#LTR/Gypsy	64	1
GYPSY44-I_DR#LTR/Gypsy	64	1
HALYOMORPHA_HALYS-6_FAMILY-3756#Unknown	64	1
L1-78_DR#LINE/L1	64	1
L1-8_DR#LINE/L1	64	1
LX10#LINE/L1	64	1
MARINER-10_DR#DNA/TcMar-Tc1	64	1
NDNAX3_CE#DNA	64	1
ORYAFE-1.0#SINE/tRNA-RTE	64	1
RHIPRU-1.149#LINE/L1	64	1
TE0685_SO2_FAM0167#LTR/Pao	64	1
TE1329_SO2_FAM2291#DNA/hAT-Ac	64	1
TE2856_SO2_FAM0926#Unknown	64	1
ACOL_I_ELE2#LINE/I	63	1
ACOL_LTR_ELE3#Unknown	63	1
BALBON-5.1694#LTR/ERV1	63	1
INVADER1_I#LTR/Gypsy	63	1
MUSAVE-1.181#LTR/ERV1	63	2
RHIPRU-5.311#LTR/ERVK	63	1
TC1-8_DR#DNA/TcMar-Tc1	63	1
TE0051_SO2_FAM1050#DNA/hAT-Ac	63	1
TE0536_SO2_FAM1520#Unknown	63	1
TE2406_SO2_FAM0047#LTR/Gypsy	63	1
ACOL_GYPSY_ELE82#LTR/Gypsy	62	2
ACOL_GYPSY_ELE84#LTR/Gypsy	62	1
BEL-42_DRE-I#LTR/Pao	62	1
CR1-22_DR#LINE/L2	62	1
DIRS-4N2_DR#LTR/Ngaro	62	2
DNA8-4_DR#DNA/hAT-Charlie	62	1
HARBINGER-N15_DR#DNA/PIF-Harbinger	62	2
L1MC4A#LINE/L1	62	1
L2-11_HMEL_A3#LINE/L2	62	1
L2-14_HMEL_B4#LINE/L2	62	1
MUSPUT-6.2012_INT#LTR/ERV1	62	2
OTOGAR-6.2991#LTR/ERV1	62	1
PARHER-2.20#LINE/L1	62	1
SPEDAU-6.6701#LTR/ERVK	62	1
TE0303_SO2_FAM0013#LTR/Pao	62	1
TE2364_SO2_FAM0426#DNA/hAT-Charlie	62	1
TE3174_SO2_FAM023#LTR/Gypsy	62	1
TIGGER4#DNA/TcMar-Tigger	62	1
ZFERV-2N1-I_DR#LTR/ERV1	62	1
ACOCAH-1.98#LTR/ERVK	61	1
ACOCAH-5.203_LTR#LTR/ERV1	61	1
ACOL_GYPSY_ELE77#LTR/Gypsy	61	1
ACOL_GYPSY_ELE8#LTR/Gypsy	61	1
ANOCAU-5.18#LINE/L1	61	1
CHRASI-4.1398_INT#LTR/ERVL	61	1
HAT1_HERA#DNA	61	1
HIPARM-5.21#LINE/L1	61	1
HOBO#DNA/hAT-hobo	61	1
L1-42_DR#LINE/L1	61	1
L1-63_DR#LINE/L1	61	1
L2-35_DRE#LINE/L2	61	1
LEPAME-1.10#SINE/tRNA-Core	61	1
MLT2B5#LTR/ERVL	61	1
STALKER4_I#LTR/Gypsy	61	1
TE0930_SO2_FAM1908#DNA/PIF-Harbinger	61	1
TE3058_SO2_FAM1631#Unknown	61	1
TRAJAV-5.392_INT#LTR/ERV1	61	1
TRIMAN-1.4#SINE/tRNA-RTE	61	1
TX1-26_DR#LINE/L1-Tx1	61	1
ACOL_L2_ELE5#LINE/L2	60	2
BEL2-I_DR#LTR/Pao	60	1
CRIGRI-1.301_INT#LTR/ERVK	60	1
GYPSY-20-I_DR#LTR/Gypsy	60	1
HAT-5_MAM#DNA/hAT-Tag1	60	1
PROCOQ-1.216#DNA/hAT-Charlie	60	1
RANTAR-5.110#LTR/ERVK	60	1
RTE-6_HMEL_D#LINE/RTE	60	1
TE1215_SO2_FAM2184#Unknown	60	1
TE2136_SO2_FAM0304#LTR/Copia	60	1
TUPCHI-1.198#LTR/ERVK	60	1
TUPCHI-1.250#LTR/ERVK	60	1
BEL-39_DRE-I#LTR/Pao	59	1
CRIGAM-1.132#LTR/ERVK	59	1
DASPUN-5.176#DNA/PiggyBac	59	2
DINBRA-6.91#LINE/L1	59	1
HALYOMORPHA_HALYS-6_FAMILY-643#Unknown	59	1
HEMHYL-5.235_INT#LTR/ERVK	59	2
HERVH48-INT#LTR/ERV1	59	1
MTEA#LTR/ERVL-MaLR	59	1
R2_DM#LINE/R2	59	1
RHISIN-6.330#LINE/L1	59	1
RMER17A#LTR/ERVK	59	1
TE0007_SO2_FAM1002#DNA/hAT-Tip100	59	1
TE0514_SO2_FAM0150#LINE/I-Jockey	59	1
TE1101_SO2_FAM2072#Unknown	59	1
TE2483_SO2_FAM0544#DNA/hAT-Blackjack	59	1
TE2711_SO2_FAM0782#DNA/TcMar	59	1
TE3023_SO2_FAM1434#Unknown	59	1
TRIMAN-1.10#SINE/tRNA-RTE	59	1
ACOL_JOCKEY_ELE14#Unknown	58	1
ACOL_P_ELE7#DNA/P	58	1
ACOL_PAO_BEL_ELE32#Unknown	58	1
BEL30-I_DR#LTR/Pao	58	1
HALYOMORPHA_HALYS-6_FAMILY-1181#Unknown	58	1
LTR-9_DR#LTR/ERV1	58	1
MANPEN-6.133_INT#LTR/ERVL	58	1
PRIMA4-INT#LTR/ERV1	58	1
REX1-2_DR#LINE/Rex-Babar	58	1
RHIPRU-1.169#Unknown	58	1
TE0646_SO2_FAM1629#Unknown	58	1
TE0792_SO2_FAM1771#DNA/hAT-Tag1	58	1
TE2508_SO2_FAM0568#DNA/hAT-Ac	58	1
TE3085_SO2_FAM1781#Unknown	58	1
ZAPHOD3#DNA/hAT-Tip100	58	1
ACOL_GYPSY_ELE87#LTR/Gypsy	57	1
ACOL_P_ELE10#DNA/P	57	1
ACOL_PAO_BEL_ELE65#Unknown	57	1
ALLBUL-1.273_INT#LTR/ERVK	57	1
APLRUF-5.689#LINE/L1	57	1
ATEGEO-1.67#LINE/L1	57	1
ERVB4_3-I_MM#LTR/ERVK	57	1
ETNERV2-INT#LTR/ERVK	57	1
EUTHAT-2#DNA/hAT-Ac	57	1
GYPSY3-LTR_DR#LTR/Gypsy	57	1
GYPSY5-I_DR#LTR/Gypsy	57	1
HALYOMORPHA_HALYS-6_FAMILY-1585#Unknown	57	1
HALYOMORPHA_HALYS-6_FAMILY-3195#Unknown	57	1
L1-86_DR#LINE/L1	57	1
MER113#DNA/hAT-Charlie	57	1
SAT-10_DR#Satellite	57	1
TE0400_SO2_FAM1390#DNA/CMC-Transib	57	1
TE0728_SO2_FAM0171#LTR/Gypsy	57	1
TE1767_SO2_FAM2700#Unknown	57	1
TX1-14_DR#LINE/L1-Tx1	57	1
XERINA-5.766#LINE/L1	57	1
ACOL_OTHERMITES_ELES3#Unknown	56	1
ALLBUL-4.29#LINE/L1	56	1
DAUMAD-2.8#LINE/L1	56	1
DIPSTE-1.20#SINE/ID	56	1
DNA-3-1_DR#DNA/PIF-Harbinger	56	1
DNA4_HERA#DNA	56	1
HYAHYA-4.14#LINE/L1	56	1
HYDHYD-5.234#LINE/L1	56	1
L1-36_DR#LINE/L1	56	1
LINE1-1_RFER#LINE/L1	56	1
LOOPERN7_DR#DNA/Kolobok-T2	56	1
LTR43-INT#LTR/ERV1	56	1
NAIAD_PTEP#PLE/Naiad	56	1
RND-4_FAMILY-1656#Satellite	56	1
TE1395_SO2_FAM2356#Unknown	56	1
TE2398_SO2_FAM0461#Unknown	56	1
TE2599_SO2_FAM0660#LINE/R1-LOA	56	1
ZAPHUD-1.99#LTR/ERVL	56	1
ALLBUL-5.275_INT#LTR/ERV1	55	1
BEL-37-I_DR#LTR/Pao	55	1
CERSIM-5.6021#LTR/ERV1	55	1
CRATHO-1.65#LINE/L1	55	1
FUKDAM-1.42#SINE/ID	55	1
GYPSY2-I_DM#LTR/Gypsy	55	1
HALYOMORPHA_HALYS-1_FAMILY-262#Unknown	55	1
LEMCAT-6.1127#LINE/L1	55	1
LOR1-INT#LTR/ERV1	55	1
LTR13_V#LTR/ERVK	55	1
MER45R#DNA/hAT-Tip100	55	1
MTE-INT#LTR/ERVL-MaLR	55	1
PITPIT-2.25#LINE/L1	55	1
PROTOP_A#DNA/P	55	1
TE0960_SO2_FAM1937#Unknown	55	1
TE1273_SO2_FAM2239#Unknown	55	1
ACOL_GYPSY_ELE21#LTR/Gypsy	54	1
ACOL_L1_ELE2#LINE/L1	54	1
ALLBUL-1.103#LINE/L1	54	1
ALLBUL-1.87_INT#LTR/ERVL-MaLR	54	1
CHAVEL-6.593#LTR	54	1
CHLAMYS-10A_CREI#PLE/Chlamys	54	1
GYPSY97-I_DR#LTR/Gypsy	54	1
HAT-22_DR#DNA/hAT-Charlie	54	1
HERVIP10F-INT#LTR/ERV1	54	1
LTR-13_DR#LTR/ERV1	54	1
MARINER2_CE#DNA/TcMar-Mariner	54	1
MICTAL-1.62#LINE/L1	54	1
MMETN-INT#LTR/ERVK	54	1
ORYAFE-1.100#LINE/L1	54	1
ORYAFE-1.103#LINE/RTE-BovB	54	1
SPIGRA-2.41#LINE/L1	54	1
TE0265_SO2_FAM1262#DNA/TcMar-Tc1	54	1
TE0325_SO2_FAM0132#LTR/Pao	54	1
TE0953_SO2_FAM1930#Unknown	54	1
TE1676_SO2_FAM2619#Unknown	54	1
TE2359_SO2_FAM0420#LTR/Gypsy	54	1
TE2990_SO2_FAM1212#DNA/TcMar-Tc1	54	1
TE3278_SO2_FAM055#Unknown	54	1
TX1-20_DR#LINE/L1-Tx1	54	1
ZFERV-2N2-I_DR#LTR/ERV1	54	1
ZIPCAV-1.36#LINE/L1	54	1
ACOL_HAT_ELE13#DNA/hAT	53	1
ACOL_PIF_ELE5#DNA/PIF-Harbinger	53	2
BEL1-I_DR#LTR/Pao	53	1
CERCOT-5.658_INT#LTR/ERV1	53	1
CERSIM-2.24#LINE/L1	53	1
DASPUN-1.92#LINE/L1	53	1
ENSPM-N20_DR#DNA/CMC-EnSpm	53	1
ERV1-6_MMYO-INT#LTR/ERV1	53	1
HALYOMORPHA_HALYS-5_FAMILY-3752#LINE/R1	53	1
HAT-N35_DR#DNA/hAT-Ac	53	1
HAT-N36_DR#DNA/hAT	53	1
L1-1_PKUH#LINE/L1	53	1
NAIAD_SCON#PLE/Naiad	53	1
ONYTOR-6.673#LTR/ERV1	53	1
ORYAFE-6.689#LINE/RTE-BovB	53	1
TE0069_SO2_FAM1067#LINE/RTE-RTE	53	1
TE0071_SO2_FAM1069#Unknown	53	1
TE2286_SO2_FAM0350#Unknown	53	1
ACOL_PAO_BEL_ELE61#Unknown	52	1
BEL17-I_DR#LTR/Pao	52	1
COPIA1-I_DM#LTR/Copia	52	1
CR1-24_DR#LINE/L2	52	1
ELLTAL-5.3112#LTR/ERV1	52	1
GYPSY4-I_DR#LTR/Gypsy	52	1
GYPSY40-I_DR#LTR/Gypsy	52	1
HALYOMORPHA_HALYS-6_FAMILY-1620#Unknown	52	1
L1M4C#LINE/L1	52	1
L1MDV_II#LINE/L1	52	1
MULV-INT#LTR/ERV1	52	1
RND-1_FAMILY-544#Unknown	52	2
RTE-2_HMEL_B#LINE/RTE	52	1
SPEDAU-4.7#SINE/ID	52	1
TE0932_SO2_FAM0191#LTR/Gypsy	52	1
TE2203_SO2_FAM0310#LINE/L2	52	1
TE2538_SO2_FAM0006#Unknown	52	1
ACOL_R1_ELE8#LINE/R1	51	1
BEL-65_DRE-I#LTR/Pao	51	1
DNA-2-20_DR#DNA/CMC-EnSpm	51	1
GYPSY134-I_DR#LTR/Gypsy	51	1
HALYOMORPHA_HALYS-5_FAMILY-995#Unknown	51	1
I-5_DR#LINE/I	51	1
IAPLTR4_I#LTR/ERVK	51	1
L2-3_ETAL#LINE/L2	51	1
MICOCH-5.428A#LTR/ERV1	51	1
NAIAD-2_PFLA#PLE/Naiad	51	1
PTEALE-1.130#LTR/ERV1	51	1
TE0628_SO2_FAM0161#LTR/Pao	51	1
TE1681_SO2_FAM2623#Unknown	51	1
TE1682_SO2_FAM2624#Unknown	51	1
TE2563_SO2_FAM0624#DNA/TcMar-Tc1	51	1
TE2950_SO2_FAM1044#LINE/I-Jockey	51	1
TE3030_SO2_FAM148#LTR/Gypsy	51	1
TE3081_SO2_FAM176#Unknown	51	2
TE3119_SO2_FAM1914#Unknown	51	1
TE3168_SO2_FAM222#Unknown	51	1
ZAPHUD-1.244_INT#LTR/ERV1	51	1
DASNOV-1.43#LINE/L1	50	1
HALYOMORPHA_HALYS-5_FAMILY-2669#DNA/Sola-2	50	1
KOLOBOK-N7_DR#DNA/Kolobok-T2	50	1
L1-30_DR#LINE/L1	50	1
MANPEN-1.192_INT#LTR/ERVL	50	1
MOSMOS-1.98#LINE/RTE-BovB	50	1
NAIAD_DCAR#PLE/Naiad	50	1
RHIPRU-1.60A#LINE/L1	50	1
RHIROX-5.1549_INT#LTR/ERV1	50	1
SAITAT-6.516#LTR/ERV1	50	1
SPEDAU-6.1678#LINE/L1	50	1
TART_B1#LINE/I-Jockey	50	1
TE0409_SO2_FAM0014#Unknown	50	1
TE0855_SO2_FAM1835#Unknown	50	1
TE1365_SO2_FAM2328#Unknown	50	1
TE2382_SO2_FAM0442#DNA/hAT-Tip100	50	1
TX1-43_DR#LINE/L1-Tx1	50	1
ACOL_GYPSY_ELE9#LTR/Gypsy	49	1
CASCAN-1.237#LTR/ERV1	49	1
DIRS-3_DR#LTR/DIRS	49	1
ENSPM-N19_DR#DNA/CMC-EnSpm	49	1
ERV1-4_DR-I#LTR/ERV1	49	1
IAPEY-INT#LTR/ERVK	49	1
IS3EU-3_DR#DNA/IS3EU	49	1
LEPAME-5.565#Retroposon	49	1
MER101-INT#LTR/ERV1	49	1
NANGAL-1.265_INT#LTR/ERV1	49	1
OKAJOH-6.974#LTR/ERV1	49	1
RANTAR-1.230#LTR/ERV1	49	1
SIGHIS-5.1031_LTR#LTR/ERVK	49	1
TE0420_SO2_FAM0141#LTR/Gypsy	49	1
TE0434_SO2_FAM1423#Unknown	49	1
TE1208_SO2_FAM2178#Unknown	49	1
TE2846_SO2_FAM0916#DNA/Academ-1	49	1
TE3087_SO2_FAM179#LINE/R1	49	1
TRIMAN-1.20#SINE/tRNA-RTE	49	1
